270101 N- ----NSF- ----NSF Ἀποκάλυψις Ἀποκάλυψις ἀποκάλυψις ἀποκάλυψις
271918 C- -------- ------- καὶ καὶ καί καί
271918 N- ----APF- ----APF σάρκας σάρκας σάρκας σάρξ
271918 A- ----GPM- ----GPX πάντων πάντων πάντων πᾶς
271918 A- ----GPM- ----GPX ἐλευθέρων ἐλευθέρων ἐλευθέρων ἐλεύθερος
271918 C- -------- ------- τε τε τέ τέ
271918 C- -------- ------- καὶ καὶ καί καί
271918 N- ----GPM- ----GPX δούλων δούλων δούλων δοῦλος
271918 C- -------- ------- καὶ καὶ καί καί
271918 A- ----GPM- ----GPX μικρῶν μικρῶν μικρῶν μικρός
271918 C- -------- ------- ⸀καὶ καὶ καί καί
271918 A- ----GPM- ----GPX μεγάλων. μεγάλων μεγάλων μέγας
271919 C- -------- ------- καὶ καὶ καί καί
271919 V- 1AAI-S-- AAI1-S- εἶδον εἶδον εἶδον ὁράω
271919 RA ----ASN- ----CSN τὸ τὸ τό ὁ
271919 N- ----ASN- ----CSN θηρίον θηρίον θηρίον θηρίον
271919 C- -------- ------- καὶ καὶ καί καί
271919 RA ----APM- ----APM τοὺς τοὺς τούς ὁ
271919 N- ----APM- ----APM βασιλεῖς βασιλεῖς βασιλεῖς βασιλεύς
271919 RA ----GSF- ----GSF τῆς τῆς τῆς ὁ
271919 N- ----GSF- ----GSF γῆς γῆς γῆς γῆ
271919 C- -------- ------- καὶ καὶ καί καί
271919 RA ----APN- ----CPN τὰ τὰ τά ὁ
271919 N- ----APN- ----CPN στρατεύματα στρατεύματα στρατεύματα στράτευμα
271919 RP ----GPM- ----GPX αὐτῶν αὐτῶν αὐτῶν αὐτός
271919 V- -XPPAPN- XMP-CPN συνηγμένα συνηγμένα συνηγμένα συνάγω
271919 V- -AAN---- AAN---- ποιῆσαι ποιῆσαι ποιῆσαι ποιέω
271919 RA ----ASM- ----ASM ⸀τὸν τὸν τόν ὁ
271919 N- ----ASM- ----ASM πόλεμον πόλεμον πόλεμον πόλεμος
271919 P- -------- ------- μετὰ μετὰ μετά μετά
271919 RA ----GSM- ----GSY τοῦ τοῦ τοῦ ὁ
271919 V- -PMPGSM- PMP-GSY καθημένου καθημένου καθημένου κάθημαι
271919 P- -------- ------- ἐπὶ ἐπὶ ἐπί ἐπί
271919 RA ----GSM- ----GSY τοῦ τοῦ τοῦ ὁ
271919 N- ----GSM- ----GSY ἵππου ἵππου ἵππου ἵππος
271919 C- -------- ------- καὶ καὶ καί καί
271919 P- -------- ------- μετὰ μετὰ μετά μετά
271919 RA ----GSN- ----GSY τοῦ τοῦ τοῦ ὁ
271919 N- ----GSN- ----GSY στρατεύματος στρατεύματος στρατεύματος στράτευμα
271919 RP ----GSM- ----GSY αὐτοῦ. αὐτοῦ αὐτοῦ αὐτός
271920 C- -------- ------- καὶ καὶ καί καί
271920 V- 3API-S-- API3-S- ἐπιάσθη ἐπιάσθη ἐπιάσθη πιάζω
271920 RA ----NSN- ----CSN τὸ τὸ τό ὁ
271920 N- ----NSN- ----CSN θηρίον θηρίον θηρίον θηρίον
271920 C- -------- ------- καὶ καὶ καί καί
271920 P- -------- ------- ⸂μετ’ μετ’ μετά μετά
271920 RP ----GSN- ----GSY αὐτοῦ αὐτοῦ αὐτοῦ αὐτός
271920 RA ----NSM- ----NSM ὁ⸃ ὁ ὁ ὁ
271920 N- ----NSM- ----NSM ψευδοπροφήτης ψευδοπροφήτης ψευδοπροφήτης ψευδοπροφήτης
271920 RA ----NSM- ----NSM ὁ ὁ ὁ ὁ
271920 V- -AAPNSM- AAP-NSM ποιήσας ποιήσας ποιήσας ποιέω
271920 RA ----APN- ----CPN τὰ τὰ τά ὁ
271920 N- ----APN- ----CPN σημεῖα σημεῖα σημεῖα σημεῖον
271920 P- -------- ------- ἐνώπιον ἐνώπιον ἐνώπιον ἐνώπιον
271920 RP ----GSN- ----GSY αὐτοῦ, αὐτοῦ αὐτοῦ αὐτός
271920 P- -------- ------- ἐν ἐν ἐν ἐν
271920 RR ----DPN- ----DPY οἷς οἷς οἷς ὅς
271920 V- 3AAI-S-- AAI3-S- ἐπλάνησεν ἐπλάνησεν ἐπλάνησε(ν) πλανάω
271920 RA ----APM- ----APM τοὺς τοὺς τούς ὁ
271920 V- -AAPAPM- AAP-APM λαβόντας λαβόντας λαβόντας λαμβάνω
271920 RA ----ASN- ----CSN τὸ τὸ τό ὁ
271920 N- ----ASN- ----CSN χάραγμα χάραγμα χάραγμα χάραγμα
271920 RA ----GSN- ----GSY τοῦ τοῦ τοῦ ὁ
271920 N- ----GSN- ----GSY θηρίου θηρίου θηρίου θηρίον
271920 C- -------- ------- καὶ καὶ καί καί
271920 RA ----APM- ----APM τοὺς τοὺς τούς ὁ
271920 V- -PAPAPM- PAP-APM προσκυνοῦντας προσκυνοῦντας προσκυνοῦντας προσκυνέω
271920 RA ----DSF- ----DSF τῇ τῇ τῇ ὁ
271920 N- ----DSF- ----DSF εἰκόνι εἰκόνι εἰκόνι εἰκών
271920 RP ----GSN- ----GSY αὐτοῦ· αὐτοῦ αὐτοῦ αὐτός
271920 V- -PAPNPM- PAP-NPM ζῶντες ζῶντες ζῶντες ζάω
271920 V- 3API-P-- API3-P- ἐβλήθησαν ἐβλήθησαν ἐβλήθησαν βάλλω
271920 RA ----NPM- ----NPM οἱ οἱ οἱ ὁ
271920 A- ----NPM- ------- δύο δύο δύο δύο
271920 P- -------- ------- εἰς εἰς εἰς εἰς
271920 RA ----ASF- ----ASF τὴν τὴν τήν ὁ
271920 N- ----ASF- ----ASF λίμνην λίμνην λίμνην λίμνη
271920 RA ----GSN- ----GSY τοῦ τοῦ τοῦ ὁ
271920 N- ----GSN- ----GSY πυρὸς πυρὸς πυρός πῦρ
271920 RA ----GSF- ----GSF ⸂τῆς τῆς τῆς ὁ
271920 V- -PPPGSF- PMP-GSF καιομένης⸃ καιομένης καιομένης καίω
271920 P- -------- ------- ἐν ἐν ἐν ἐν
271920 N- ----DSN- ----DSY θείῳ. θείῳ θείῳ θεῖον
271921 C- -------- ------- καὶ καὶ καί καί
271921 RA ----NPM- ----NPM οἱ οἱ οἱ ὁ
271921 A- ----NPM- ----NPM λοιποὶ λοιποὶ λοιποί λοιπός
271921 V- 3API-P-- API3-P- ἀπεκτάνθησαν ἀπεκτάνθησαν ἀπεκτάνθησαν ἀποκτείνω
271921 P- -------- ------- ἐν ἐν ἐν ἐν
271921 RA ----DSF- ----DSF τῇ τῇ τῇ ὁ
271921 N- ----DSF- ----DSF ῥομφαίᾳ ῥομφαίᾳ ῥομφαίᾳ ῥομφαία
271921 RA ----GSM- ----GSY τοῦ τοῦ τοῦ ὁ
271921 V- -PMPGSM- PMP-GSY καθημένου καθημένου καθημένου κάθημαι
271921 P- -------- ------- ἐπὶ ἐπὶ ἐπί ἐπί
271921 RA ----GSM- ----GSY τοῦ τοῦ τοῦ ὁ
271921 N- ----GSM- ----GSY ἵππου ἵππου ἵππου ἵππος
271921 RA ----DSF- ----DSF τῇ τῇ τῇ ὁ
271921 V- -AAPDSF- AAP-DSF ἐξελθούσῃ ἐξελθούσῃ ἐξελθούσῃ ἐξέρχομαι
271921 P- -------- ------- ἐκ ἐκ ἐκ ἐκ
271921 RA ----GSN- ----GSY τοῦ τοῦ τοῦ ὁ
271921 N- ----GSN- ----GSY στόματος στόματος στόματος στόμα
271921 RP ----GSM- ----GSY αὐτοῦ, αὐτοῦ αὐτοῦ αὐτός
271921 C- -------- ------- καὶ καὶ καί καί
271921 A- ----NPN- ----CPN πάντα πάντα πάντα πᾶς
271921 RA ----NPN- ----CPN τὰ τὰ τά ὁ
271921 N- ----NPN- ----CPN ὄρνεα ὄρνεα ὄρνεα ὄρνεον
271921 V- 3API-P-- API3-P- ἐχορτάσθησαν ἐχορτάσθησαν ἐχορτάσθησαν χορτάζω
271921 P- -------- ------- ἐκ ἐκ ἐκ ἐκ
271921 RA ----GPF- ----GPX τῶν τῶν τῶν ὁ
271921 N- ----GPF- ----GPX σαρκῶν σαρκῶν σαρκῶν σάρξ
271921 RP ----GPM- ----GPX αὐτῶν. αὐτῶν αὐτῶν αὐτός
272001 C- -------- ------- Καὶ Καὶ καί καί
272001 V- 1AAI-S-- AAI1-S- εἶδον εἶδον εἶδον ὁράω
272001 N- ----ASM- ----ASM ἄγγελον ἄγγελον ἄγγελον ἄγγελος
272001 V- -PAPASM- PAP-ASM καταβαίνοντα καταβαίνοντα καταβαίνοντα καταβαίνω
272001 P- -------- ------- ἐκ ἐκ ἐκ ἐκ
272001 RA ----GSM- ----GSY τοῦ τοῦ τοῦ ὁ
272001 N- ----GSM- ----GSY οὐρανοῦ, οὐρανοῦ οὐρανοῦ οὐρανός
272001 V- -PAPASM- PAP-ASM ἔχοντα ἔχοντα ἔχοντα ἔχω
272001 RA ----ASF- ----ASF τὴν τὴν τήν ὁ
272001 N- ----ASF- ----ASF κλεῖν κλεῖν κλεῖν κλείς
272001 RA ----GSF- ----GSF τῆς τῆς τῆς ὁ
272001 N- ----GSF- ----GSF ἀβύσσου ἀβύσσου ἀβύσσου ἄβυσσος
272001 C- -------- ------- καὶ καὶ καί καί
272001 N- ----ASF- ----ASF ἅλυσιν ἅλυσιν ἅλυσιν ἅλυσις
272001 A- ----ASF- ----ASF μεγάλην μεγάλην μεγάλην μέγας
272001 P- -------- ------- ἐπὶ ἐπὶ ἐπί ἐπί
272001 RA ----ASF- ----ASF τὴν τὴν τήν ὁ
272001 N- ----ASF- ----ASF χεῖρα χεῖρα χεῖρα χείρ
272001 RP ----GSM- ----GSY αὐτοῦ. αὐτοῦ αὐτοῦ αὐτός
272002 C- -------- ------- καὶ καὶ καί καί
272002 V- 3AAI-S-- AAI3-S- ἐκράτησεν ἐκράτησεν ἐκράτησε(ν) κρατέω
272002 RA ----ASM- ----ASM τὸν τὸν τόν ὁ
272002 N- ----ASM- ----ASM δράκοντα, δράκοντα δράκοντα δράκων
272002 RA ----NSM- ----NSM ⸂ὁ ὁ ὁ ὁ
272002 N- ----NSM- ----NSM ὄφις ὄφις ὄφις ὄφις
272002 RA ----NSM- ----NSM ὁ ὁ ὁ ὁ
272002 A- ----NSM- ----NSM ἀρχαῖος⸃, ἀρχαῖος ἀρχαῖος ἀρχαῖος
272002 RR ----NSM- ----NSM ὅς ὅς ὅς ὅς
272002 V- 3PAI-S-- PAI3-S- ἐστιν ἐστιν ἐστί(ν) εἰμί
272002 A- ----NSM- ----NSM Διάβολος Διάβολος Διάβολος Διάβολος
272002 C- -------- ------- καὶ καὶ καί καί
272002 RA ----NSM- ----NSM ὁ ὁ ὁ ὁ
272002 N- ----NSM- ----NSM ⸀Σατανᾶς, Σατανᾶς Σατανᾶς Σατανᾶς
272002 C- -------- ------- καὶ καὶ καί καί
272002 V- 3AAI-S-- AAI3-S- ἔδησεν ἔδησεν ἔδησε(ν) δέω
272002 RP ----ASM- ----ASM αὐτὸν αὐτὸν αὐτόν αὐτός
272002 A- ----APN- ----CPN χίλια χίλια χίλια χίλιοι
272002 N- ----APN- ----CPN ἔτη, ἔτη ἔτη ἔτος
272003 C- -------- ------- καὶ καὶ καί καί
272003 V- 3AAI-S-- AAI3-S- ἔβαλεν ἔβαλεν ἔβαλε(ν) βάλλω
272003 RP ----ASM- ----ASM αὐτὸν αὐτὸν αὐτόν αὐτός
272003 P- -------- ------- εἰς εἰς εἰς εἰς
272003 RA ----ASF- ----ASF τὴν τὴν τήν ὁ
272003 N- ----ASF- ----ASF ἄβυσσον, ἄβυσσον ἄβυσσον ἄβυσσος
272003 C- -------- ------- καὶ καὶ καί καί
272003 V- 3AAI-S-- AAI3-S- ἔκλεισεν ἔκλεισεν ἔκλεισε(ν) κλείω
272003 C- -------- ------- καὶ καὶ καί καί
272003 V- 3AAI-S-- AAI3-S- ἐσφράγισεν ἐσφράγισεν ἐσφράγισε(ν) σφραγίζω
272003 P- -------- ------- ἐπάνω ἐπάνω ἐπάνω ἐπάνω
272003 RP ----GSM- ----GSY αὐτοῦ, αὐτοῦ αὐτοῦ αὐτός
272003 C- -------- ------- ἵνα ἵνα ἵνα ἵνα
272003 D- -------- ------- μὴ μὴ μή μή
272003 V- 3AAS-S-- AAS3-S- ⸀πλανήσῃ πλανήσῃ πλανήσῃ πλανάω
272003 D- -------- ------- ἔτι ἔτι ἔτι ἔτι
272003 RA ----APN- ----CPN τὰ τὰ τά ὁ
272003 N- ----APN- ----CPN ἔθνη, ἔθνη ἔθνη ἔθνος
272003 C- -------- ------- ἄχρι ἄχρι ἄχρι ἄχρι
272003 V- 3APS-S-- APS3-S- τελεσθῇ τελεσθῇ τελεσθῇ τελέω
272003 RA ----NPN- ----CPN τὰ τὰ τά ὁ
272003 A- ----NPN- ----CPN χίλια χίλια χίλια χίλιοι
272003 N- ----NPN- ----CPN ἔτη· ἔτη ἔτη ἔτος
272003 P- -------- ------- ⸀μετὰ μετὰ μετά μετά
272003 RD ----APN- ----CPN ταῦτα ταῦτα ταῦτα οὗτος
272003 V- 3PAI-S-- PAI3-S- δεῖ δεῖ δεῖ δέω
272003 V- -APN---- APN---- ⸂λυθῆναι λυθῆναι λυθῆναι λύω
272003 RP ----ASM- ----ASM αὐτὸν⸃ αὐτὸν αὐτόν αὐτός
272003 A- ----ASM- ----ASM μικρὸν μικρὸν μικρόν μικρός
272003 N- ----ASM- ----ASM χρόνον. χρόνον χρόνον χρόνος
272004 C- -------- ------- Καὶ Καὶ καί καί
272004 V- 1AAI-S-- AAI1-S- εἶδον εἶδον εἶδον ὁράω
272004 N- ----APM- ----APM θρόνους, θρόνους θρόνους θρόνος
272004 C- -------- ------- καὶ καὶ καί καί
272004 V- 3AAI-P-- AAI3-P- ἐκάθισαν ἐκάθισαν ἐκάθισαν καθίζω
272004 P- -------- ------- ἐπ’ ἐπ’ ἐπί ἐπί
272004 RP ----APM- ----APM αὐτούς, αὐτούς αὐτούς αὐτός
272004 C- -------- ------- καὶ καὶ καί καί
272004 N- ----NSN- ----CSN κρίμα κρίμα κρίμα κρίμα
272004 V- 3API-S-- API3-S- ἐδόθη ἐδόθη ἐδόθη δίδωμι
272004 RP ----DPM- ----DPY αὐτοῖς, αὐτοῖς αὐτοῖς αὐτός
272004 C- -------- ------- καὶ καὶ καί καί
272004 RA ----APF- ----APF τὰς τὰς τάς ὁ
272004 N- ----APF- ----APF ψυχὰς ψυχὰς ψυχάς ψυχή
272004 RA ----GPM- ----GPX τῶν τῶν τῶν ὁ
272004 V- -XPPGPM- XMP-GPX πεπελεκισμένων πεπελεκισμένων πεπελεκισμένων πελεκίζω
272004 P- -------- ------- διὰ διὰ διά διά
272004 RA ----ASF- ----ASF τὴν τὴν τήν ὁ
272004 N- ----ASF- ----ASF μαρτυρίαν μαρτυρίαν μαρτυρίαν μαρτυρία
272004 N- ----GSM- ----GSY Ἰησοῦ Ἰησοῦ Ἰησοῦ Ἰησοῦς
272004 C- -------- ------- καὶ καὶ καί καί
272004 P- -------- ------- διὰ διὰ διά διά
272004 RA ----ASM- ----ASM τὸν τὸν τόν ὁ
272004 N- ----ASM- ----ASM λόγον λόγον λόγον λόγος
272004 RA ----GSM- ----GSY τοῦ τοῦ τοῦ ὁ
272004 N- ----GSM- ----GSY θεοῦ, θεοῦ θεοῦ θεός
272004 C- -------- ------- καὶ καὶ καί καί
272004 RR ----NPM- ----NPM οἵτινες οἵτινες οἵτινες ὅστις
272004 D- -------- ------- οὐ οὐ οὐ οὐ
272004 V- 3AAI-P-- AAI3-P- προσεκύνησαν προσεκύνησαν προσεκύνησαν προσκυνέω
272004 RA ----ASN- ----CSN τὸ τὸ τό ὁ
272004 N- ----ASN- ----CSN θηρίον θηρίον θηρίον θηρίον
272004 C- -------- ------- οὐδὲ οὐδὲ οὐδέ οὐδέ
272004 RA ----ASF- ----ASF τὴν τὴν τήν ὁ
272004 N- ----ASF- ----ASF εἰκόνα εἰκόνα εἰκόνα εἰκών
272004 RP ----GSN- ----GSY αὐτοῦ αὐτοῦ αὐτοῦ αὐτός
272004 C- -------- ------- καὶ καὶ καί καί
272004 D- -------- ------- οὐκ οὐκ οὐ οὐ
272004 V- 3AAI-P-- AAI3-P- ἔλαβον ἔλαβον ἔλαβον λαμβάνω
272004 RA ----ASN- ----CSN τὸ τὸ τό ὁ
272004 N- ----ASN- ----CSN χάραγμα χάραγμα χάραγμα χάραγμα
272004 P- -------- ------- ἐπὶ ἐπὶ ἐπί ἐπί
272004 RA ----ASN- ----CSN τὸ τὸ τό ὁ
272004 N- ----ASN- ----CSN μέτωπον μέτωπον μέτωπον μέτωπον
272004 C- -------- ------- καὶ καὶ καί καί
272004 P- -------- ------- ἐπὶ ἐπὶ ἐπί ἐπί
272004 RA ----ASF- ----ASF τὴν τὴν τήν ὁ
272004 N- ----ASF- ----ASF χεῖρα χεῖρα χεῖρα χείρ
272004 RP ----GPM- ----GPX αὐτῶν· αὐτῶν αὐτῶν αὐτός
272004 C- -------- ------- καὶ καὶ καί καί
272004 V- 3AAI-P-- AAI3-P- ἔζησαν ἔζησαν ἔζησαν ζάω
272004 C- -------- ------- καὶ καὶ καί καί
272004 V- 3AAI-P-- AAI3-P- ἐβασίλευσαν ἐβασίλευσαν ἐβασίλευσαν βασιλεύω
272004 P- -------- ------- μετὰ μετὰ μετά μετά
272004 RA ----GSM- ----GSY τοῦ τοῦ τοῦ ὁ
272004 N- ----GSM- ----GSY χριστοῦ χριστοῦ Χριστοῦ Χριστός
272004 A- ----APN- ----CPN ⸀χίλια χίλια χίλια χίλιοι
272004 N- ----APN- ----CPN ἔτη. ἔτη ἔτη ἔτος
272005 RA ----NPM- ----NPM ⸀οἱ οἱ οἱ ὁ
272005 A- ----NPM- ----NPM λοιποὶ λοιποὶ λοιποί λοιπός
272005 RA ----GPM- ----GPX τῶν τῶν τῶν ὁ
272005 A- ----GPM- ----GPX νεκρῶν νεκρῶν νεκρῶν νεκρός
272005 D- -------- ------- οὐκ οὐκ οὐ οὐ
272005 V- 3AAI-P-- AAI3-P- ἔζησαν ἔζησαν ἔζησαν ζάω
272005 C- -------- ------- ἄχρι ἄχρι ἄχρι ἄχρι
272005 V- 3APS-S-- APS3-S- τελεσθῇ τελεσθῇ τελεσθῇ τελέω
272005 RA ----NPN- ----CPN τὰ τὰ τά ὁ
272005 A- ----NPN- ----CPN χίλια χίλια χίλια χίλιοι
272005 N- ----NPN- ----CPN ἔτη. ἔτη ἔτη ἔτος
272005 RD ----NSF- ----NSF αὕτη αὕτη αὕτη οὗτος
272005 RA ----NSF- ----NSF ἡ ἡ ἡ ὁ
272005 N- ----NSF- ----NSF ἀνάστασις ἀνάστασις ἀνάστασις ἀνάστασις
272005 RA ----NSF- ----NSF ἡ ἡ ἡ ὁ
272005 A- ----NSF- ----NSF πρώτη. πρώτη πρώτη πρῶτος
272006 A- ----NSM- ----NSM μακάριος μακάριος μακάριος μακάριος
272006 C- -------- ------- καὶ καὶ καί καί
272006 A- ----NSM- ----NSM ἅγιος ἅγιος ἅγιος ἅγιος
272006 RA ----NSM- ----NSM ὁ ὁ ὁ ὁ
272006 V- -PAPNSM- PAP-NSM ἔχων ἔχων ἔχων ἔχω
272006 N- ----ASN- ----CSN μέρος μέρος μέρος μέρος
272006 P- -------- ------- ἐν ἐν ἐν ἐν
272006 RA ----DSF- ----DSF τῇ τῇ τῇ ὁ
272006 N- ----DSF- ----DSF ἀναστάσει ἀναστάσει ἀναστάσει ἀνάστασις
272006 RA ----DSF- ----DSF τῇ τῇ τῇ ὁ
272006 A- ----DSF- ----DSF πρώτῃ· πρώτῃ πρώτῃ πρῶτος
272006 P- -------- ------- ἐπὶ ἐπὶ ἐπί ἐπί
272006 RD ----GPM- ----GPX τούτων τούτων τούτων οὗτος
272006 RA ----NSM- ----NSM ὁ ὁ ὁ ὁ
272006 A- ----NSM- ----NSM δεύτερος δεύτερος δεύτερος δεύτερος
272006 N- ----NSM- ----NSM θάνατος θάνατος θάνατος θάνατος
272006 D- -------- ------- οὐκ οὐκ οὐ οὐ
272006 V- 3PAI-S-- PAI3-S- ἔχει ἔχει ἔχει ἔχω
272006 N- ----ASF- ----ASF ἐξουσίαν, ἐξουσίαν ἐξουσίαν ἐξουσία
272006 C- -------- ------- ἀλλ’ ἀλλ’ ἀλλά ἀλλά
272006 V- 3FMI-P-- FMI3-P- ἔσονται ἔσονται ἔσονται εἰμί
272006 N- ----NPM- ----NPM ἱερεῖς ἱερεῖς ἱερεῖς ἱερεύς
272006 RA ----GSM- ----GSY τοῦ τοῦ τοῦ ὁ
272006 N- ----GSM- ----GSY θεοῦ θεοῦ θεοῦ θεός
272006 C- -------- ------- καὶ καὶ καί καί
272006 RA ----GSM- ----GSY τοῦ τοῦ τοῦ ὁ
272006 N- ----GSM- ----GSY χριστοῦ, χριστοῦ Χριστοῦ Χριστός
272006 C- -------- ------- καὶ καὶ καί καί
272006 V- 3FAI-P-- FAI3-P- βασιλεύσουσιν βασιλεύσουσιν βασιλεύσουσι(ν) βασιλεύω
272006 P- -------- ------- μετ’ μετ’ μετά μετά
272006 RP ----GSM- ----GSY αὐτοῦ αὐτοῦ αὐτοῦ αὐτός
272006 A- ----APN- ----CPN ⸀χίλια χίλια χίλια χίλιοι
272006 N- ----APN- ----CPN ἔτη. ἔτη ἔτη ἔτος
272007 C- -------- ------- Καὶ Καὶ καί καί
272007 C- -------- ------- ὅταν ὅταν ὅταν ὅταν
272007 V- 3APS-S-- APS3-S- τελεσθῇ τελεσθῇ τελεσθῇ τελέω
272007 RA ----NPN- ----CPN τὰ τὰ τά ὁ
272007 A- ----NPN- ----CPN χίλια χίλια χίλια χίλιοι
272007 N- ----NPN- ----CPN ἔτη, ἔτη ἔτη ἔτος
272007 V- 3FPI-S-- FPI3-S- λυθήσεται λυθήσεται λυθήσεται λύω
272007 RA ----NSM- ----NSM ὁ ὁ ὁ ὁ
272007 N- ----NSM- ----NSM Σατανᾶς Σατανᾶς Σατανᾶς Σατανᾶς
272007 P- -------- ------- ἐκ ἐκ ἐκ ἐκ
272007 RA ----GSF- ----GSF τῆς τῆς τῆς ὁ
272007 N- ----GSF- ----GSF φυλακῆς φυλακῆς φυλακῆς φυλακή
272007 RP ----GSM- ----GSY αὐτοῦ, αὐτοῦ αὐτοῦ αὐτός
272008 C- -------- ------- καὶ καὶ καί καί
272008 V- 3FMI-S-- FMI3-S- ἐξελεύσεται ἐξελεύσεται ἐξελεύσεται ἐξέρχομαι
272008 V- -AAN---- AAN---- πλανῆσαι πλανῆσαι πλανῆσαι πλανάω
272008 RA ----APN- ----CPN τὰ τὰ τά ὁ
272008 N- ----APN- ----CPN ἔθνη ἔθνη ἔθνη ἔθνος
272008 RA ----APN- ----CPN τὰ τὰ τά ὁ
272008 P- -------- ------- ἐν ἐν ἐν ἐν
272008 RA ----DPF- ----DPF ταῖς ταῖς ταῖς ὁ
272008 A- ----DPF- ----DPF τέσσαρσι τέσσαρσι τέσσαρσι(ν) τέσσαρες
272008 N- ----DPF- ----DPF γωνίαις γωνίαις γωνίαις γωνία
272008 RA ----GSF- ----GSF τῆς τῆς τῆς ὁ
272008 N- ----GSF- ----GSF γῆς, γῆς γῆς γῆ
272008 RA ----ASM- ----ASM τὸν τὸν τόν ὁ
272008 N- ----ASM- ------- Γὼγ Γὼγ Γώγ Γώγ
272008 C- -------- ------- ⸀καὶ καὶ καί καί
272008 N- ----ASM- ------- Μαγώγ, Μαγώγ Μαγώγ Μαγώγ
272008 V- -AAN---- ------- συναγαγεῖν συναγαγεῖν συναγαγεῖν συνάγω
272008 RP ----APM- ----APM αὐτοὺς αὐτοὺς αὐτούς αὐτός
272008 P- -------- ------- εἰς εἰς εἰς εἰς
272008 RA ----ASM- ----ASM τὸν τὸν τόν ὁ
272008 N- ----ASM- ----ASM πόλεμον, πόλεμον πόλεμον πόλεμος
272008 RR ----GPM- ----GPX ὧν ὧν ὧν ὅς
272008 RA ----NSM- ----NSM ὁ ὁ ὁ ὁ
272008 N- ----NSM- ----NSM ἀριθμὸς ἀριθμὸς ἀριθμός ἀριθμός
272008 RP ----GPM- ----GPX ⸀αὐτῶν αὐτῶν αὐτῶν αὐτός
272008 C- -------- ------- ὡς ὡς ὡς ὡς
272008 RA ----NSF- ----NSF ἡ ἡ ἡ ὁ
272008 N- ----NSF- ----NSF ἄμμος ἄμμος ἄμμος ἄμμος
272008 RA ----GSF- ----GSF τῆς τῆς τῆς ὁ
272008 N- ----GSF- ----GSF θαλάσσης. θαλάσσης θαλάσσης θάλασσα
272009 C- -------- ------- καὶ καὶ καί καί
272009 V- 3AAI-P-- AAI3-P- ἀνέβησαν ἀνέβησαν ἀνέβησαν ἀναβαίνω
272009 P- -------- ------- ἐπὶ ἐπὶ ἐπί ἐπί
272009 RA ----ASN- ----CSN τὸ τὸ τό ὁ
272009 N- ----ASN- ----CSN πλάτος πλάτος πλάτος πλάτος
272009 RA ----GSF- ----GSF τῆς τῆς τῆς ὁ
272009 N- ----GSF- ----GSF γῆς, γῆς γῆς γῆ
272009 C- -------- ------- καὶ καὶ καί καί
272009 V- 3AAI-P-- AAI3-P- ⸀ἐκύκλευσαν ἐκύκλευσαν ἐκύκλευσαν κυκλεύω
272009 RA ----ASF- ----ASF τὴν τὴν τήν ὁ
272009 N- ----ASF- ----ASF παρεμβολὴν παρεμβολὴν παρεμβολήν παρεμβολή
272009 RA ----GPM- ----GPX τῶν τῶν τῶν ὁ
272009 A- ----GPM- ----GPX ἁγίων ἁγίων ἁγίων ἅγιος
272009 C- -------- ------- καὶ καὶ καί καί
272009 RA ----ASF- ----ASF τὴν τὴν τήν ὁ
272009 N- ----ASF- ----ASF πόλιν πόλιν πόλιν πόλις
272009 RA ----ASF- ----ASF τὴν τὴν τήν ὁ
272009 V- -XPPASF- XMP-ASF ἠγαπημένην. ἠγαπημένην ἠγαπημένην ἀγαπάω
272009 C- -------- ------- καὶ καὶ καί καί
272009 V- 3AAI-S-- AAI3-S- κατέβη κατέβη κατέβη καταβαίνω
272009 N- ----NSN- ----CSN πῦρ πῦρ πῦρ πῦρ
272009 P- -------- ------- ⸂ἐκ ἐκ ἐκ ἐκ
272009 RA ----GSM- ----GSY τοῦ τοῦ τοῦ ὁ
272009 N- ----GSM- ----GSY οὐρανοῦ⸃ οὐρανοῦ οὐρανοῦ οὐρανός
272009 C- -------- ------- καὶ καὶ καί καί
272009 V- 3AAI-S-- AAI3-S- κατέφαγεν κατέφαγεν κατέφαγε(ν) κατεσθίω
272009 RP ----APM- ----APM αὐτούς· αὐτούς αὐτούς αὐτός
272010 C- -------- ------- καὶ καὶ καί καί
272010 RA ----NSM- ----NSM ὁ ὁ ὁ ὁ
272010 A- ----NSM- ----NSM διάβολος διάβολος διάβολος διάβολος
272010 RA ----NSM- ----NSM ὁ ὁ ὁ ὁ
272010 V- -PAPNSM- PAP-NSM πλανῶν πλανῶν πλανῶν πλανάω
272010 RP ----APM- ----APM αὐτοὺς αὐτοὺς αὐτούς αὐτός
272010 V- 3API-S-- API3-S- ἐβλήθη ἐβλήθη ἐβλήθη βάλλω
272010 P- -------- ------- εἰς εἰς εἰς εἰς
272010 RA ----ASF- ----ASF τὴν τὴν τήν ὁ
272010 N- ----ASF- ----ASF λίμνην λίμνην λίμνην λίμνη
272010 RA ----GSN- ----GSY τοῦ τοῦ τοῦ ὁ
272010 N- ----GSN- ----GSY πυρὸς πυρὸς πυρός πῦρ
272010 C- -------- ------- καὶ καὶ καί καί
272010 N- ----GSN- ----GSY θείου, θείου θείου θεῖον
272010 D- -------- ------- ὅπου ὅπου ὅπου ὅπου
272010 D- -------- ------- καὶ καὶ καί καί
272010 RA ----NSN- ----CSN τὸ τὸ τό ὁ
